id,title,year,language,Nb_authors,title_clean,cluster,theme
1013,Classification de documents XML à partir d'une représentation linéaire des arbres de ces documents,2006,fr,4,classification document xml partir représentation linéaire arbre document,9,Extraction d’information et analyse documentaire web
1014,Classification des comptes-rendus mammographiques à partir d'une ontologie radiologique en OWL,2006,fr,4,classification compte rendu mammographique partir ontologie radiologique owl,0,Ontologies et traitement sémantique du texte
1015,Classification non-supervisée de données relationnelles,2006,fr,3,classification donnée relationnel,3,Data mining et gestion de flux de données
1016,Classifications hiérarchiques factorielles de variables,2006,fr,2,classification hiérarchique factoriel variable,4,Apprentissage automatique et réseaux de connaissances
1017,Clustering dynamique d'un flot de données : un algorithme incrémental et optimal de détection des maxima de densité,2006,fr,1,clustering dynamique flot donnée algorithme incrémental optimal détection maximum densité,3,Data mining et gestion de flux de données
1018,Combinaison de l'approche inductive (progressive) et linguistique pour l'étiquetage morphosyntaxique des corpus de spécialité,2006,fr,2,combinaison approche inductif progressif linguistique étiquetage morphosyntaxique corpus spécialité,4,Apprentissage automatique et réseaux de connaissances
1019,Comment formaliser les connaissances tacites d'une organisation ? Le cas de la conduite du changement à la SNCF,2006,fr,2,formaliser connaissance tacite organisation cas conduite changement sncf,4,Apprentissage automatique et réseaux de connaissances
1020,Comparaison de deux modes de représentation de données faiblement structurées en sciences du vivant,2006,fr,5,comparaison mode représentation donnée faiblemer structurer science vivant,3,Data mining et gestion de flux de données
1021,Comparaison de dissimilarités pour l'analyse de l'usage d'un site web,2006,fr,4,comparaison dissimilarité analyse usage site web,9,Extraction d’information et analyse documentaire web
1022,Comparaison des mammographies par des méthodes d'apprentissage,2006,fr,2,comparaison mammographie méthode apprentissage,4,Apprentissage automatique et réseaux de connaissances
1023,Comparaison des mesures d'intérêt de règles d'association : une approche basée sur des graphes de corrélation,2006,fr,3,comparaison mesure intérêt règle association approche baser graphe corrélation,6,Règles d’association et génération de connaissances
1024,Confrontation de Points de Vue dans le système Porphyry,2006,fr,3,confrontation point vue système porphyry,4,Apprentissage automatique et réseaux de connaissances
1025,"Credit scoring, statistique et apprentissage",2006,fr,1,credit scoring statistique apprentissage,4,Apprentissage automatique et réseaux de connaissances
1026,Critère VT100 de sélection des règles d'association,2006,fr,2,critère sélection règle association,6,Règles d’association et génération de connaissances
1027,De l'analyse didactique à la modélisation informatique pour la conception d'un EIAH en chirurgie orthopédique,2006,fr,3,analyse didactique modélisation informatique conception eiah chirurgie orthopédique,4,Apprentissage automatique et réseaux de connaissances
1028,Définition et diffusion de signatures sémantiques dans les systèmes pair-à-pair,2006,fr,3,définition diffusion signature sémantique système,4,Apprentissage automatique et réseaux de connaissances
1029,Des motifs séquentiels généralisés aux contraintes de temps étendues,2006,fr,3,motif séquentiel généraliser contrainte temps étendu,1,Analyse de motifs et séquences dans les données
1030,EDA : algorithme de désuffixation du langage médical,2006,fr,3,eda algorithme désuffixation langage médical,4,Apprentissage automatique et réseaux de connaissances
1031,Enrichissement d'ontologies dans le secteur de l'eau douce en environnement Internet distribué et multilingue,2006,fr,2,enrichissement ontologie secteur eau doux environnement internet distribuer multilingue,0,Ontologies et traitement sémantique du texte
1032,ESIEA Datalab Logiciel de Nettoyage et Préparation de Données,2006,fr,1,esiea datalab logiciel nettoyage préparation donnée,3,Data mining et gestion de flux de données
1033,Exploration des paramètres discriminants pour les représentations vectorielles de la sémantique des mots,2006,fr,2,exploration paramètre discriminant représentation vectoriel sémantique mot,4,Apprentissage automatique et réseaux de connaissances
1034,Exploration interactive de bases de connaissances : un retour d'expérience,2006,fr,2,exploration interactif base connaissance expérience,7,Visualisation et exploration interactive de données
1035,Extension de l'algorithme CURE aux fouilles de données volumineuses,2006,fr,2,extension algorithme cur fouille donnée volumineuser,3,Data mining et gestion de flux de données
1036,Extraction automatique de champs numériques dans des documents manuscrits,2006,fr,3,extraction automatique champ numérique document manuscrit,9,Extraction d’information et analyse documentaire web
1037,Extraction d'objets vidéo : Une approche combinant les contours actifs et le flot optique,2006,fr,3,extraction objet vidéo approche combiner contour actif flot optique,9,Extraction d’information et analyse documentaire web
1038,Extraction de motifs séquentiels dans les flots de données d'usage du Web,2006,fr,2,extraction motif séquentiel flot donnée usage web,1,Analyse de motifs et séquences dans les données
1039,Extraction de relations dans les documents Web,2006,fr,4,extraction relation document web,9,Extraction d’information et analyse documentaire web
1040,Extraction et identification d'entités complexes à partir de textes biomédicaux,2006,fr,3,extraction identification entité complexe partir texte biomédical,9,Extraction d’information et analyse documentaire web
1041,Extraction multilingue de termes à partir de leur structure morphologique,2006,fr,1,extraction multilingue terme partir structure morphologique,9,Extraction d’information et analyse documentaire web
1042,FaBR-CL : méthode de classification croisée de protéines,2006,fr,2,fabr cl méthode classification croiser protéine,4,Apprentissage automatique et réseaux de connaissances
1043,Faire vivre un référentiel métier dans l'industrie : le système de gestion de connaissances ICARE,2006,fr,4,faire vivre référentiel métier industrie système gestion connaissance icare,4,Apprentissage automatique et réseaux de connaissances
1044,Fast-MGB : Nouvelle Base Générique Minimale de Règles Associatives,2006,fr,3,fast mgb nouvelle base générique minimal règles associatives,4,Apprentissage automatique et réseaux de connaissances
1046,Fouille de données dans les systèmes Pair-à-Pair pour améliorer la recherche de ressources,2006,fr,3,fouille donnée système améliorer recherche ressource,8,Recherche d’information et traitement d’images
1047,"Fouille de données spatiales, Approche basée sur la programmation logique inductive",2006,fr,5,fouille donnée spatial approche baser programmation logique inductif,3,Data mining et gestion de flux de données
1048,Gestion de connaissances : Compétences et ressources pédagogiques,2006,fr,3,gestion connaissance compétence ressource pédagogique,4,Apprentissage automatique et réseaux de connaissances
1049,Graphes de voisinage pour l'indexation et l'interrogation d'images par le contenu,2006,fr,2,graphes voisinage indexation interrogation image contenu,8,Recherche d’information et traitement d’images
1050,I-Semantec : une plateforme collaborative de capitalisation des connaissances métier en conception de produits industriels,2006,fr,4,semantec plateform collaboratif capitalisation connaissance métier conception produit industriel,4,Apprentissage automatique et réseaux de connaissances
1051,Indexation de vues virtuelles dans un médiateur XML pour le traitement de XQuery Text,2006,fr,2,indexation vue virtueller médiateur xml traitement xquery text,4,Apprentissage automatique et réseaux de connaissances
1052,Interrogation et Vérification de documents OWL dans le modèle des Graphes Conceptuels,2006,fr,4,interrogation vérification document owl modèle graphe conceptuel,9,Extraction d’information et analyse documentaire web
1053,La fouille de graphes dans les bases de données réactionnelles au service de la synthèse en chimie organique,2006,fr,2,fouille graphe base donnée réactionnel service synthèse chimie organique,3,Data mining et gestion de flux de données
1054,"Le forage distribué des données : une méthode simple, rapide et efficace",2006,fr,2,forage distribuer donnée méthod simple rapide efficace,3,Data mining et gestion de flux de données
1056,Méthode de récolte de traces de navigation sur interface graphique et visualisation de parcours,2006,fr,1,méthode récolte trace navigation interface graphique visualisation parcours,7,Visualisation et exploration interactive de données
1057,Modèle conceptuel pour bases de données multidimensionnelles annotées,2006,fr,4,modèle conceptuel base donnée multidimensionnel annoter,2,Aide à la décision et analyse multidimensionnelle
1058,Modèle décisionnel basé sur la qualité des données pour sélectionner les règles d'associations légitimement intéressantes,2006,fr,1,modèle décisionnel baser qualité donnée sélectionner règle association légitimement intéressant,6,Règles d’association et génération de connaissances
1059,Modélisation informationnelle : un cadre méthodologique pour représenter des connaissances évolutives spatialisables,2006,fr,2,modélisation informationnel cadre méthodologique représenter connaissance évolutif spatialisable,4,Apprentissage automatique et réseaux de connaissances
1060,Multi-catégorisation de textes juridiques et retour de pertinence,2006,fr,3,texte juridique pertinence,4,Apprentissage automatique et réseaux de connaissances
1061,Outil de datamining spatial appliqué à l'analyse des risques liés au territoire,2006,fr,3,outil datamining spatial appliquer analyse risque lier territoire,4,Apprentissage automatique et réseaux de connaissances
1062,Prédiction de solubilité de molécules à partir des seules données relationnelles,2006,fr,3,prédiction solubilité molécule partir donnée relationnel,3,Data mining et gestion de flux de données
1063,Préparation des données Radar pour la reconnaissance/identification de cibles aériennes,2006,fr,3,préparation donnée radar reconnaissance identification cible aérien,3,Data mining et gestion de flux de données
1064,Prétraitement de grands ensembles de données pour la fouille visuelle,2006,fr,2,prétraitement grand ensemble donnée fouille visuel,3,Data mining et gestion de flux de données
1065,Recherche de règles non redondantes par vecteurs de bits dans des grandes bases de motifs ,2006,fr,3,recherche règle non redondante vecteur bit grand base motif,6,Règles d’association et génération de connaissances
1066,Recherche de sous-structures fréquentes pour l'intégration de schémas XML,2006,fr,4,recherche fréquent intégration schéma xml,8,Recherche d’information et traitement d’images
1067,Recherche en temps réel de préfixes massifs hiérarchiques dans un réseau IP à l'aide de techniques de stream mining,2006,fr,2,recherche temps réel préfixe massif hiérarchique réseau ip aide technique stream mining,2,Aide à la décision et analyse multidimensionnelle
1068,Reconnaissance automatique d'évènements survenant sur patients en réanimation à l'aide d'une méthode adaptative d'extraction en ligne d'épisodes temporels,2006,fr,1,reconnaissance automatique évènement survenir patient réanimation aide méthod adaptatif extraction ligne épisode temporel,5,Analyse de séries temporelles et données spatio-temporelles
1069,Reconnaissance automatique de concepts à partir d'une ontologie,2006,fr,2,reconnaissance automatique concept partir ontologie,0,Ontologies et traitement sémantique du texte
1070,Règles d'association avec une prémisse composée : Mesure du gain d'information.,2006,fr,3,règle association prémisse composer mesure gain information,6,Règles d’association et génération de connaissances
1071,"Représentation d'expertise psychologique sous la forme de graphes orientés, codés en RDF",2006,fr,4,représentation expertise psychologique sou forme graphe orienter coder rdf,4,Apprentissage automatique et réseaux de connaissances
1072,Représentation des connaissances appliquées à la géotechnique : une approche,2006,fr,1,représentation connaissance appliquer géotechnique approche,4,Apprentissage automatique et réseaux de connaissances
1073,Sélection de variables et modélisation d'expression d'émotion dans les dialogues Homme-Machine,2006,fr,1,sélection variable modélisation expression émotion dialogue,4,Apprentissage automatique et réseaux de connaissances
1074,Sélection supervisée d'instances : une approche descriptive,2006,fr,2,sélection superviser instance approche descriptif,4,Apprentissage automatique et réseaux de connaissances
1075,"SVM incrémental, parallèle et distribué pour le traitement de grandes quantités de données",2006,fr,2,svm incrémental parallèle distribuer traitement grand quantité donnée,3,Data mining et gestion de flux de données
1076,Système d'aide à la décision pour la surveillance de la qualité de l'air intérieur,2006,fr,4,système aide décision surveillance qualité air intérieur,2,Aide à la décision et analyse multidimensionnelle
1077,Techniques de fouille de données pour la réécriture de requêtes en présence de contraintes de valeurs,2006,fr,2,technique fouille donnée réécriture requête présence contrainte valeur,3,Data mining et gestion de flux de données
1078,Teximus Expertise : un logiciel de gestion de connaissances,2006,fr,1,teximus expertise logiciel gestion connaissance,4,Apprentissage automatique et réseaux de connaissances
1079,Typicalité et contribution des sujets et des variables supplémentaires en Analyse Statistique Implicative,2006,fr,4,typicalité contribution sujet variable supplémentaire analyse statistique implicative,4,Apprentissage automatique et réseaux de connaissances
1080,Un automate pour évaluer la nature des textes,2006,fr,2,automate évaluer nature texte,4,Apprentissage automatique et réseaux de connaissances
1081,Un logiciel permettant d'apprendre des règles et leurs exceptions : Area,2006,fr,3,logiciel permettre apprendre règle exception area,6,Règles d’association et génération de connaissances
1082,Un modèle de qualité de l'information,2006,fr,2,modèle qualité information,4,Apprentissage automatique et réseaux de connaissances
1083,Un modèle métier extensible adapté à la gestion de dépêches d'agences de presse,2006,fr,5,modèle métier extensible adapter gestion dépêche agence presse,4,Apprentissage automatique et réseaux de connaissances
1084,Une approche distribuée pour l'extraction de connaissances : Application à l'enrichissement de l'aspect factuel des BDG,2006,fr,2,approche distribuer extraction connaissance application enrichissement aspect factuel bdg,9,Extraction d’information et analyse documentaire web
1085,Une approche multi-agent adaptative pour la simulation de schémas tactiques,2006,fr,3,approche adaptatif simulation schéma tactique,4,Apprentissage automatique et réseaux de connaissances
1086,Une approche simple inspirée des réseaux sociaux pour la hiérarchisation des systèmes autonomes de l'Internet,2006,fr,2,approche simple inspirée réseau social hiérarchisation système autonome internet,4,Apprentissage automatique et réseaux de connaissances
1087,Une comparaison de certains indices de pertinence des règles d'association,2006,fr,4,comparaison indice pertinence règle association,6,Règles d’association et génération de connaissances
1088,Une mesure de proximité et une méthode de regroupement pour l'aide à l'acquisition d'ontologies spécialisées,2006,fr,5,mesure proximité méthode regroupement aide acquisition ontologie spécialisé,2,Aide à la décision et analyse multidimensionnelle
1089,Une nouvelle mesure sémantique pour le calcul de la similarité entre deux concepts d'une même ontologie,2006,fr,4,mesure sémantique calcul similarité entrer concept ontologie,0,Ontologies et traitement sémantique du texte
1090,Utilisation de métadonnées pour l'aide à l'interprétation de classes et de partitions,2006,fr,4,utilisation métadonnée aide interprétation classe partition,2,Aide à la décision et analyse multidimensionnelle
1091,Utilisation des réseaux bayésiens dans le cadre de l'extraction de règles d'association,2006,fr,4,utilisation réseau bayésiens cadre extraction règle association,6,Règles d’association et génération de connaissances
1092,Vers l'extraction de motifs rares,2006,fr,5,extraction motif rare,1,Analyse de motifs et séquences dans les données
1093,Visualisation en Gestion des Connaissances Développement d'un nouveau modèle graphique Graph'Atanor,2006,fr,4,visualisation gestion connaissance développement modèle graphique atanor,7,Visualisation et exploration interactive de données
1094,Visualisation interactive de données avec des méthodes à base de points d'intérêt,2006,fr,2,visualisation interactif donnée méthode base point intérêt,7,Visualisation et exploration interactive de données
1095,Web sémantique pour la mémoire d'expériences d'une communauté scientifique : le projet MEAT,2006,fr,3,web sémantique mémoire expérience communauté scientifique projet meat,9,Extraction d’information et analyse documentaire web
1096,Web Usage Mining : extraction de périodes denses à partir des logs,2006,fr,4,web usage mining extraction période dense partir log,9,Extraction d’information et analyse documentaire web
1097,ACKA : Une approche d'acquisition coopérative de connaissances pour la construction d'un modèle de simulation multi-agents,2005,fr,2,acka approche acquisition coopératif connaissance construction modèle simulation,4,Apprentissage automatique et réseaux de connaissances
1098,Acquisition et exploitation de connaissances dans un contexte multi-experts pour un système d'aide à la décision,2005,fr,3,acquisition exploitation connaissance contexte système aide décision,2,Aide à la décision et analyse multidimensionnelle
1099,AID : Un framework intégré de conception d'un schéma objet-relationnel,2005,fr,2,aid framework intégré conception schéma objet relationnel,4,Apprentissage automatique et réseaux de connaissances
1100,Amélioration de la performance de l'Analyse de la Sémantique Latente pour des corpus de petite taille,2005,fr,4,amélioration performance analyse sémantique latente corpus petit taille,4,Apprentissage automatique et réseaux de connaissances
1101,Analyse comparative de classifications : apport des règles d'association floues,2005,fr,3,analyse comparatif classification apport règle association flou,6,Règles d’association et génération de connaissances
1102,Analyse de données symboliques et graphe de connaissances d'un agent,2005,fr,2,analyse donnée symbolique graphe connaissance agent,3,Data mining et gestion de flux de données
1103,"Analyse géométrique des données pour l'affinement de la connaissance : cas des données EPGY (Education Program for Gifted Students, Stanford University)",2005,fr,1,analyse géométrique donnée affinement connaissance cas donnée epgy education program for gifted students stanford university,3,Data mining et gestion de flux de données
1104,Analyse stochastique de séquences d'événements discrets pour la découverte de signatures,2005,fr,2,analyse stochastique séquence événement discret découverte signature,5,Analyse de séries temporelles et données spatio-temporelles
1105,Annotation de textes par extraction d'informations lexicosyntaxiques  et acquisition de schémas conceptuels de causalité,2005,fr,3,annotation texte extraction information lexicosyntaxique acquisition schéma conceptuel causalité,9,Extraction d’information et analyse documentaire web
1106,Apprentissage automatique des modèles structurels d'objets cartographiques,2005,fr,2,apprentissage automatique modèle structurel objet cartographique,4,Apprentissage automatique et réseaux de connaissances
1107,Apprentissage de scénarios à partir de séries temporelles multivariées,2005,fr,3,apprentissage scénario partir série temporel multivarier,5,Analyse de séries temporelles et données spatio-temporelles
1108,Apprentissage de signatures de facteurs de transcription à partir de données d'expression,2005,fr,3,apprentissage signature facteur transcription partir donnée expression,3,Data mining et gestion de flux de données
1109,Apprentissage de structures de réseaux Bayésiens et données incomplètes,2005,fr,2,apprentissage structure réseau bayésiens donnée incomplet,3,Data mining et gestion de flux de données
1110,Apprentissage non supervisé de séries temporelles à l'aide des k-Means et d'une nouvelle méthode d'agrégation de séries,2005,fr,2,apprentissage non superviser série temporel aide k means méthode agrégation série,5,Analyse de séries temporelles et données spatio-temporelles
1111,Apprentissage supervisé pour la classification des images basé sur la structure P-tree,2005,fr,3,apprentissage superviser classification image baser structure p tree,8,Recherche d’information et traitement d’images
1112,Arbre de décision sur des données de type intervalle : évaluation et comparaison,2005,fr,2,arbre décision donnée type intervall évaluation comparaison,3,Data mining et gestion de flux de données
1113,Caractérisation d'une région d'intérêt dans les images,2005,fr,3,caractérisation région intérêt image,8,Recherche d’information et traitement d’images
1114,CHIC : traitement de données avec l'analyse implicative,2005,fr,2,chic traitement donnée analyse implicatif,3,Data mining et gestion de flux de données
1115,Classification 2-3 Hiéarchique de données du Web,2005,fr,2,classification hiéarchique donnée web,3,Data mining et gestion de flux de données
1116,Classification d'un tableau de contingence et modèle probabiliste,2005,fr,2,classification tableau contingence modèle probabiliste,4,Apprentissage automatique et réseaux de connaissances
1117,Classification non supervisée et visualisation 3D de documents,2005,fr,3,classification non superviser visualisation document,7,Visualisation et exploration interactive de données
1119,Combinaison de fonctions de préférence par Boosting pour la recherche de passages dans les systèmes de question/réponse,2005,fr,3,combinaison fonction préférence boosting recherche passage système question réponse,8,Recherche d’information et traitement d’images
1120,De la statistique des données à la statistique des connaissances : avancées récentes en analyse des données symboliques,2005,fr,1,statistique donnée statistique connaissance avancée récent analyse donnée symbolique,3,Data mining et gestion de flux de données
1121,Élagage et aide à l'interprétation symbolique et graphique d'une pyramide,2005,fr,3,élagage aid interprétation symbolique graphique pyramide,4,Apprentissage automatique et réseaux de connaissances
1122,Enrichissement sémantique de documents XML représentant des tableaux,2005,fr,4,enrichissement sémantique document xml représentant tableau,9,Extraction d’information et analyse documentaire web
1123,Entrepôt de Données Spatiales basé sur GML : Politique  de Gestion de Cache,2005,fr,3,entrepôt donnée spatial baser gml politique gestion cache,3,Data mining et gestion de flux de données
1124,Évaluation des algorithmes LEM et eLEM pour données continues,2005,fr,2,évaluation algorithme lem elem donnée continu,3,Data mining et gestion de flux de données
1125,Expériences de classification d'une collection de documents XML de structure homogène,2005,fr,4,expérience classification collection document xml structure homogène,9,Extraction d’information et analyse documentaire web
1126,Expérimentations sur un modèle de recherche d'information utilisant les liens hypertextes des pages Web,2005,fr,2,expérimentations modèle recherche information utiliser lien hypertexte page web,8,Recherche d’information et traitement d’images
1127,Extension de l'algorithme Apriori et des règles d'association aux cas des données symboliques diagrammes et intervalles,2005,fr,2,extension algorithme apriori règle association cas donnée symbolique diagramme intervalle,6,Règles d’association et génération de connaissances
1128,Extension des bases de données inductives pour la découverte de chroniques,2005,fr,3,extension base donnée inductif découverte chronique,3,Data mining et gestion de flux de données
1129,Extraction Bayésienne et intégration de patterns représentés suivant les K plus proches voisins pour le go 19x19,2005,fr,2,extraction bayésienne intégration patterns représenter k voisin go,7,Visualisation et exploration interactive de données
1130,Extraction bilingue de termes médicaux dans un corpus  parallèle anglais/français,2005,fr,2,extraction bilingue terme médical corpus parallèle anglais français,9,Extraction d’information et analyse documentaire web
1131,Extraction de la localisation des termes pour le classement des documents,2005,fr,2,extraction localisation terme classement document,9,Extraction d’information et analyse documentaire web
1132,Extraction de règles d'association quantitatives application à des données médicales,2005,fr,4,extraction règle association quantitatif application donnée médical,6,Règles d’association et génération de connaissances
1133,Extraction de termes centrée autour de l'expert,2005,fr,3,extraction terme centrer autour expert,9,Extraction d’information et analyse documentaire web
1134,Extraction des connaissances pour l'enrichissement des bases  de données géographiques,2005,fr,2,extraction connaissance enrichissement base donnée géographique,9,Extraction d’information et analyse documentaire web
1135,Fonctions d'oubli et conservation de détail dans les entrepôts de données,2005,fr,3,fonction oubli conservation détail entrepôt donnée,3,Data mining et gestion de flux de données
1136,Forage distribué des données : une comparaison entre l'agrégation d'échantillons et l'agrégation de règles,2005,fr,3,forage distribuer donnée comparaison entrer agrégation échantillon agrégation règle,6,Règles d’association et génération de connaissances
1137,Fouille de Données Relationnelles dans les SGBD,2005,fr,2,fouille donnée relationnelle sgbd,3,Data mining et gestion de flux de données
1138,Fouille de graphes et découverte de règles d'association : application à l'analyse d'images de document,2005,fr,4,fouille graphe découverte règle association application analyse image document,6,Règles d’association et génération de connaissances
1139,Fouille de textes pour orienter la construction d'une ressource terminologique,2005,fr,2,fouille texte orienter construction ressource terminologique,4,Apprentissage automatique et réseaux de connaissances
1140,Hiérarchisation des règles d'association en fouille de textes,2005,fr,3,hiérarchisation règle association fouille texte,6,Règles d’association et génération de connaissances
1141,Intégration efficace des arbres de décision dans les SGBD : utilisation des index bitmap,2005,fr,2,intégration efficace arbre décision sgbd utilisation index bitmap,7,Visualisation et exploration interactive de données
1142,L'automate textuel pour la prise en compte de l'évolution du texte,2005,fr,2,automate textuel prise compte évolution texte,4,Apprentissage automatique et réseaux de connaissances
1143,La démarche ontologique pour la gestion des compétences et des connaissances,2005,fr,3,démarche ontologique gestion compétence connaissance,4,Apprentissage automatique et réseaux de connaissances
1144,La réussite universitaire : prédictions par génération de règles,2005,fr,3,réussite universitaire prédiction génération règle,6,Règles d’association et génération de connaissances
1145,Les NTIC au services de la capitalisation des connaissances,2005,fr,1,ntic service capitalisation connaissance,4,Apprentissage automatique et réseaux de connaissances
1146,Logiciel d'aide à l'étiquetage morpho-syntaxique de  textes de spécialité,2005,fr,3,logiciel aide étiquetage morpho syntaxique texte spécialité,2,Aide à la décision et analyse multidimensionnelle
1147,Manipulation et fusion de données multidimensionnelles,2005,fr,3,manipulation fusion donnée multidimensionnel,2,Aide à la décision et analyse multidimensionnelle
1148,Méthode de construction d'ontologie de termes à partir du treillis de l'iceberg de Galois,2005,fr,3,méthode construction ontologie terme partir treillis iceberg galois,0,Ontologies et traitement sémantique du texte
1151,Modélisation d'objets mobiles dans un entrepôt de données,2005,fr,2,modélisation objet mobile entrepôt donnée,3,Data mining et gestion de flux de données
1152,Modélisation d'un agent émotionnel en UML et RDF,2005,fr,5,modélisation agent émotionnel uml rdf,4,Apprentissage automatique et réseaux de connaissances
1153,Modélisation de connaissances pour un système de médiation,2005,fr,3,modélisation connaissance système médiation,4,Apprentissage automatique et réseaux de connaissances
1154,Modélisation de la cognition sociale – propositions autour de  l'utilisation de schémas cognitifs,2005,fr,1,modélisation cognition social proposition autour utilisation schéma cognitif,4,Apprentissage automatique et réseaux de connaissances
1155,Modélisation des individus et de leurs relations pour l'aide à l'intégration des individus dans l'organisation,2005,fr,4,modélisation individu relation aide intégration individu organisation,2,Aide à la décision et analyse multidimensionnelle
1156,Modélisation des interactions entre individus avec AgentUML,2005,fr,5,modélisation interaction entrer individu agentuml,4,Apprentissage automatique et réseaux de connaissances
1157,"Motifs séquentiels flous : un peu, beaucoup, passionément",2005,fr,3,motif séquentiel flou beaucoup passionément,1,Analyse de motifs et séquences dans les données
1158,Notion de sémantiques bien-formées pour les règles,2005,fr,2,notion sémantique règle,6,Règles d’association et génération de connaissances
1159,Outil de classification et de visualisation de grands volumes de données mixtes,2005,fr,2,outil classification visualisation grand volume donnée mixte,7,Visualisation et exploration interactive de données
1160,Prise en compte des « Points de Vue » pour l'annotation d'un processus d'Extraction de Connaissances à partir de Données,2005,fr,3,prise compte point vue annotation processus extraction connaissance partir donnée,9,Extraction d’information et analyse documentaire web
1161,Problématiques de gestion de connaissances dans le cadre de l'enseignement à distance sur l'Internet.,2005,fr,4,problématique gestion connaissance cadre enseignement distance internet,4,Apprentissage automatique et réseaux de connaissances
1162,Processus de traitement de données radar pour la reconnaissance/identification de cibles aériennes,2005,fr,3,processus traitement donnée radar reconnaissance identification cible aérien,3,Data mining et gestion de flux de données
1163,Raisonnement en gestion des compétences,2005,fr,3,raisonnement gestion compétence,4,Apprentissage automatique et réseaux de connaissances
1164,RASMA : Une approche Multi-Agent pour l'amélioration de l'Algorithme des Règles d'Associations Spatiales,2005,fr,4,rasma approche amélioration algorithme règle associations spatial,6,Règles d’association et génération de connaissances
1165,Réécriture de requêtes multimédias : approche basée sur l'usage d'une ontologie,2005,fr,3,réécriture requête multimédia approche baser usage ontologie,0,Ontologies et traitement sémantique du texte
1166,Règles de propagation pour la création d'ontologies d'annotation de ressources,2005,fr,4,règle propagation création ontologie annotation ressource,0,Ontologies et traitement sémantique du texte
1167,Réponses coopératives dans l'interrogation de documents RDF,2005,fr,2,réponse coopératif interrogation document rdf,9,Extraction d’information et analyse documentaire web
1168,Restructuration automatique de documents dans les corpus semi-structurés hétérogènes,2005,fr,3,restructuration automatique document corpus hétérogène,9,Extraction d’information et analyse documentaire web
1169,Sélection de modèles par des méthodes à noyaux pour la classification de données séquentielles,2005,fr,3,sélection modèle méthode noyau classification donnée séquentiel,3,Data mining et gestion de flux de données
1171,"SEQTREE, un outil de fouille de données séquentielles par visualisation",2005,fr,1,seqtree outil fouille donnée séquentiel visualisation,7,Visualisation et exploration interactive de données
1173,SVM et visualisation pour la fouille de grands ensembles de données,2005,fr,2,svm visualisation fouille grand ensemble donnée,7,Visualisation et exploration interactive de données
1174,Tableau de Bits Indexé (TBI)  pour la Recherche de Séquences Fréquentes,2005,fr,2,tableau bit indexé tbi recherche séquence fréquentes,5,Analyse de séries temporelles et données spatio-temporelles
1175,TANAGRA : un logiciel gratuit pour l'enseignement et la recherche,2005,fr,1,tanagra logiciel gratuit enseignement recherche,8,Recherche d’information et traitement d’images
1176,Tendances dans les expressions de gènes :  application à l'analyse du transcriptome  de Plasmodium Falciparum,2005,fr,6,tendances expression gène application analyse transcriptome plasmodium falciparum,4,Apprentissage automatique et réseaux de connaissances
1177,Un automate pour la génération complète ou partielle des concepts du treillis de Galois,2005,fr,3,automate génération complet partiel concept treillis galois,4,Apprentissage automatique et réseaux de connaissances
1178,Un critère d'évaluation pour la sélection de variables,2005,fr,3,critère évaluation sélection variable,4,Apprentissage automatique et réseaux de connaissances
1179,Un système d'aide à la navigation dans des hypermédias,2005,fr,4,système aide navigation hypermédia,2,Aide à la décision et analyse multidimensionnelle
1180,Une approche filtre pour la sélection de variables en apprentissage non supervisé,2005,fr,2,approche filtr sélection variable apprentissage non superviser,4,Apprentissage automatique et réseaux de connaissances
1181,Une méthode d'évaluation de la pertinence des pages Web dans WebSum,2005,fr,1,méthode évaluation pertinence page web websum,9,Extraction d’information et analyse documentaire web
1182,Usage non classificatoire d'arbres de classification : enseignements d'une analyse de la participation féminine à l'emploi en Suisse,2005,fr,3,usage non classificatoire arbre classification enseignement analyse participation féminin emploi suisse,4,Apprentissage automatique et réseaux de connaissances
1183,Utilisation des technologies XML pour la formalisation de l'ontologie de modèles e-business,2005,fr,3,utilisation technologie xml formalisation ontologie modèle,0,Ontologies et traitement sémantique du texte
1184,Validation statistique des cartes de Kohonen en apprentissage supervisé,2005,fr,2,validation statistique carte kohonen apprentissage superviser,4,Apprentissage automatique et réseaux de connaissances
1185,Visualisation de la perception d'un site web par ses utilisateurs.,2005,fr,3,visualisation perception site web utilisateur,7,Visualisation et exploration interactive de données
1186,« La connaissance de la connaissance » : une réflexion sur la triangulation des analyses textuelles à partir d'un corpus spécialisé en gouvernance d'entreprise,2005,fr,1,connaissance connaissance réflexion triangulation analyse textuel partir corpus spécialisé gouvernance entreprise,4,Apprentissage automatique et réseaux de connaissances
1190,Accélération de EM pour données qualitatives : études comparative de différentes versions,2004,fr,2,accélération em donnée qualitatif étude comparatif version,3,Data mining et gestion de flux de données
1191,Acquisition de données vs gestion de connaissances  patrimoniales : le cas des vestiges du théâtre antique d'Arles,2004,fr,4,acquisition donnée vs gestion connaissance patrimoniale cas vestige théâtre antique arles,3,Data mining et gestion de flux de données
1192,Analyse d'information relationnelle par des graphes interactifs de grandes tailles,2004,fr,2,analyse information relationnel graphe interactif grand taille,7,Visualisation et exploration interactive de données
1193,Annotation automatique de documents XML,2004,fr,3,annotation automatique document xml,9,Extraction d’information et analyse documentaire web
