id,title,year,language,Nb_authors,Nb_male,Nb_female,theme,keywords,title_clean
998,Algorithme semi-interactif pour la sélection de dimensions,2006,fr,2,2,2,Analyse de Graphes,pas encore,algorithme sélection dimension
999,Alignement extensionnel et asymétrique de hiérarchies conceptuelles par découverte d'implications entre concepts,2006,fr,4,4,4,Analyse de Graphes,pas encore,alignement extensionnel asymétrique hiérarchie conceptuel découverte implication entrer concept
1000,Amélioration des indicateurs techniques pour l'analyse du marché financier,2006,fr,2,2,2,Analyse de Graphes,pas encore,amélioration indicateur technique analyse marché financier
1001,Analyse du Comportement des utilisateurs exploitant une base de données vidéo,2006,fr,1,1,1,Entrepôts de Données,pas encore,analyse comportement utilisateur exploiter base donnée vidéo
1002,Annotation sémantique de pages web,2006,fr,4,4,4,Web Mining,pas encore,annotation sémantique page web
1003,Apprentissage de la structure des réseaux bayésiens à partir des motifs fréquents corrélés : application à l'identification des facteurs environnementaux du cancer du Nasopharynx,2006,fr,4,4,4,Fouille de Motifs,pas encore,apprentissage structure réseau bayésien partir motif fréquent corréler application identification facteur environnementau cancer nasopharynx
1004,Approche entropique pour l'analyse de modèle de chroniques,2006,fr,3,3,3,Analyse de Graphes,pas encore,approche entropique analyse modèle chronique
1005,ARABASE : Base de données Web pour l'exploitation en reconnaissance optique de l'écriture Arabe,2006,fr,3,3,3,Web Mining,pas encore,arabase base donnée web exploitation reconnaissance optique écriture arabe
1006,Arbres de décision multi modes et multi cibles.,2006,fr,2,2,2,Recherche d'Information,pas encore,arbre décision multi mode multi cible
1007,"Archiview, un outil de visualisation topographique des paramètres d'un hôpital",2006,fr,6,6,6,Analyse de Graphes,pas encore,archiview outil visualisation topographique paramètre hôpital
1009,Bordures statistiques pour la fouille incrémentale de données dans les Data Streams,2006,fr,2,2,2,Entrepôts de Données,pas encore,bordure statistique fouille incrémental donnée data streams
1010,Carte auto-organisatrice probabiliste sur données binaires,2006,fr,2,2,2,Entrepôts de Données,pas encore,carte probabiliste donnée binaire
1011,Champs de Markov conditionnels pour le traitement de séquences,2006,fr,2,2,2,Flux & Temporalité,pas encore,champ markov conditionnel traitement séquence
1012,Choix du taux d'élagage pour l'extraction de la terminologie. Une approche fondée sur les courbes ROC,2006,fr,2,2,2,Analyse de Graphes,pas encore,choix taux élagage extraction terminologie approche fondé courbe roc
1013,Classification d'un tableau de contingence et modèle probabiliste,2006,fr,2,2,2,Classification & Clustering,pas encore,classification tableau contingence modèle probabiliste
1014,Classification de documents XML à partir d'une représentation linéaire des arbres de ces documents,2006,fr,4,4,4,Recherche d'Information,pas encore,classification document xml partir représentation linéaire arbre document
1015,Classification des comptes-rendus mammographiques à partir d'une ontologie radiologique en OWL,2006,fr,4,4,4,Web Sémantique,pas encore,classification compte rendu mammographique partir ontologie radiologique owl
1016,Classification non-supervisée de données relationnelles,2006,fr,3,3,3,Classification & Clustering,pas encore,classification donnée relationnel
1017,Classifications hiérarchiques factorielles de variables,2006,fr,2,2,2,Classification & Clustering,pas encore,classification hiérarchique factoriel variable
1018,Clustering dynamique d'un flot de données : un algorithme incrémental et optimal de détection des maxima de densité,2006,fr,1,1,1,Entrepôts de Données,pas encore,clustering dynamique flot donnée algorithme incrémental optimal détection maximum densité
1019,Combinaison de l'approche inductive (progressive) et linguistique pour l'étiquetage morphosyntaxique des corpus de spécialité,2006,fr,2,2,2,Analyse de Graphes,pas encore,combinaison approche inductif progressif linguistique étiquetage morphosyntaxique corpus spécialité
1020,Comment formaliser les connaissances tacites d'une organisation ? Le cas de la conduite du changement à la SNCF,2006,fr,2,2,2,Ingénierie des Données,pas encore,formaliser connaissance tacite organisation cas conduite changement sncf
1021,Comparaison de deux modes de représentation de données faiblement structurées en sciences du vivant,2006,fr,5,5,5,Entrepôts de Données,pas encore,comparaison mode représentation donnée faiblemer structurer science vivant
1022,Comparaison de dissimilarités pour l'analyse de l'usage d'un site web,2006,fr,4,4,4,Web Mining,pas encore,comparaison dissimilarité analyse usage site web
1023,Comparaison des mammographies par des méthodes d'apprentissage,2006,fr,2,2,2,Analyse de Graphes,pas encore,comparaison mammographie méthode apprentissage
1024,Comparaison des mesures d'intérêt de règles d'association : une approche basée sur des graphes de corrélation,2006,fr,3,3,3,Règles d'Association,pas encore,comparaison mesure intérêt règle association approche baser graphe corrélation
1025,Confrontation de Points de Vue dans le système Porphyry,2006,fr,3,3,3,Analyse de Graphes,pas encore,confrontation point vue système porphyry
1026,"Credit scoring, statistique et apprentissage",2006,fr,1,1,1,Analyse de Graphes,pas encore,credit scoring statistique apprentissage
1027,Critère VT100 de sélection des règles d'association,2006,fr,2,2,2,Règles d'Association,pas encore,critère sélection règle association
1028,De l'analyse didactique à la modélisation informatique pour la conception d'un EIAH en chirurgie orthopédique,2006,fr,3,3,3,Analyse de Graphes,pas encore,analyse didactique modélisation informatique conception eiah chirurgie orthopédique
1029,Définition et diffusion de signatures sémantiques dans les systèmes pair-à-pair,2006,fr,3,3,3,Analyse de Graphes,pas encore,définition diffusion signature sémantique système
1030,Des motifs séquentiels généralisés aux contraintes de temps étendues,2006,fr,3,3,3,Fouille de Motifs,pas encore,motif séquentiel généraliser contrainte temps étendre
1031,EDA : algorithme de désuffixation du langage médical,2006,fr,3,3,3,Analyse de Graphes,pas encore,eda algorithme désuffixation langage médical
1032,Enrichissement d'ontologies dans le secteur de l'eau douce en environnement Internet distribué et multilingue,2006,fr,2,2,2,Web Sémantique,pas encore,enrichissement ontologie secteur eau doux environnement internet distribuer multilingue
1033,ESIEA Datalab Logiciel de Nettoyage et Préparation de Données,2006,fr,1,1,1,Entrepôts de Données,pas encore,esiea datalab logiciel nettoyage préparation donnée
1034,Exploration des paramètres discriminants pour les représentations vectorielles de la sémantique des mots,2006,fr,2,2,2,Analyse de Graphes,pas encore,exploration paramètre discriminant représentation vectoriel sémantique mot
1035,Exploration interactive de bases de connaissances : un retour d'expérience,2006,fr,2,2,2,Ingénierie des Données,pas encore,exploration interactif base connaissance expérience
1036,Extension de l'algorithme CURE aux fouilles de données volumineuses,2006,fr,2,2,2,Entrepôts de Données,pas encore,extension algorithme cure fouille donnée volumineuser
1037,Extraction automatique de champs numériques dans des documents manuscrits,2006,fr,3,3,3,Recherche d'Information,pas encore,extraction automatique champ numérique document manuscrit
1038,Extraction d'objets vidéo : Une approche combinant les contours actifs et le flot optique,2006,fr,3,3,3,Ingénierie des Données,pas encore,extraction objet vidéo approche combiner contour actif flot optique
1039,Extraction de motifs séquentiels dans les flots de données d'usage du Web,2006,fr,2,2,2,Fouille de Motifs,pas encore,extraction motif séquentiel flot donnée usage web
1040,Extraction de relations dans les documents Web,2006,fr,4,4,4,Web Mining,pas encore,extraction relation document web
1041,Extraction et identification d'entités complexes à partir de textes biomédicaux,2006,fr,3,3,3,Ingénierie des Données,pas encore,extraction identification entité complexe partir texte biomédical
1042,Extraction multilingue de termes à partir de leur structure morphologique,2006,fr,1,1,1,Ingénierie des Données,pas encore,extraction multilingue terme partir structure morphologique
1043,FaBR-CL : méthode de classification croisée de protéines,2006,fr,2,2,2,Classification & Clustering,pas encore,fabr cl méthode classification croisé protéine
1044,Faire vivre un référentiel métier dans l'industrie : le système de gestion de connaissances ICARE,2006,fr,4,4,4,Ingénierie des Données,pas encore,faire vivre référentiel métier industrie système gestion connaissance icar
1045,Fast-MGB : Nouvelle Base Générique Minimale de Règles Associatives,2006,fr,3,3,3,Analyse de Graphes,pas encore,fast mgb nouvelle base générique minimal règles associatives
1047,Fouille de données dans les systèmes Pair-à-Pair pour améliorer la recherche de ressources,2006,fr,3,3,3,Entrepôts de Données,pas encore,fouille donnée système améliorer recherche ressource
1048,"Fouille de données spatiales, Approche basée sur la programmation logique inductive",2006,fr,5,5,5,Entrepôts de Données,pas encore,fouille donnée spatial approche baser programmation logique inductif
1049,Gestion de connaissances : Compétences et ressources pédagogiques,2006,fr,3,3,3,Ingénierie des Données,pas encore,gestion connaissance compétence ressource pédagogique
1050,Graphes de voisinage pour l'indexation et l'interrogation d'images par le contenu,2006,fr,2,2,2,Analyse de Graphes,pas encore,graphes voisinage indexation interrogation image contenu
1051,I-Semantec : une plateforme collaborative de capitalisation des connaissances métier en conception de produits industriels,2006,fr,4,4,4,Ingénierie des Données,pas encore,semantec plateform collaboratif capitalisation connaissance métier conception produit industriel
1052,Indexation de vues virtuelles dans un médiateur XML pour le traitement de XQuery Text,2006,fr,2,2,2,Recherche d'Information,pas encore,indexation vue virtuelle médiateur xml traitement xquery text
1053,Interrogation et Vérification de documents OWL dans le modèle des Graphes Conceptuels,2006,fr,4,4,4,Recherche d'Information,pas encore,interrogation vérification document owl modèle graphe conceptuels
1054,La fouille de graphes dans les bases de données réactionnelles au service de la synthèse en chimie organique,2006,fr,2,2,2,Entrepôts de Données,pas encore,fouille graphe base donnée réactionnel service synthèse chimie organique
1055,"Le forage distribué des données : une méthode simple, rapide et efficace",2006,fr,2,2,2,Entrepôts de Données,pas encore,forage distribuer donnée méthode simple rapide efficace
1057,Méthode de récolte de traces de navigation sur interface graphique et visualisation de parcours,2006,fr,1,1,1,Analyse de Graphes,pas encore,méthode récolte trace navigation interface graphique visualisation parcours
1058,Modèle conceptuel pour bases de données multidimensionnelles annotées,2006,fr,4,4,4,Entrepôts de Données,pas encore,modèle conceptuel base donnée multidimensionnel annoter
1059,Modèle décisionnel basé sur la qualité des données pour sélectionner les règles d'associations légitimement intéressantes,2006,fr,1,1,1,Règles d'Association,pas encore,modèle décisionnel baser qualité donnée sélectionner règle association légitimement intéressant
1060,Modélisation informationnelle : un cadre méthodologique pour représenter des connaissances évolutives spatialisables,2006,fr,2,2,2,Ingénierie des Données,pas encore,modélisation informationnel cadre méthodologique représenter connaissance évolutif spatialisable
1061,Multi-catégorisation de textes juridiques et retour de pertinence,2006,fr,3,3,3,Analyse de Graphes,pas encore,texte juridique pertinence
1062,Outil de datamining spatial appliqué à l'analyse des risques liés au territoire,2006,fr,3,3,3,Analyse de Graphes,pas encore,outil datamining spatial appliquer analyse risque lier territoire
1063,Prédiction de solubilité de molécules à partir des seules données relationnelles,2006,fr,3,3,3,Entrepôts de Données,pas encore,prédiction solubilité molécule partir donnée relationnel
1064,Préparation des données Radar pour la reconnaissance/identification de cibles aériennes,2006,fr,3,3,3,Entrepôts de Données,pas encore,préparation donnée radar reconnaissance identification cible aérien
1065,Prétraitement de grands ensembles de données pour la fouille visuelle,2006,fr,2,2,2,Entrepôts de Données,pas encore,prétraitement grand ensemble donnée fouille visuel
1066,Recherche de règles non redondantes par vecteurs de bits dans des grandes bases de motifs ,2006,fr,3,3,3,Règles d'Association,pas encore,recherche règle non redondante vecteur bit grand base motif
1067,Recherche de sous-structures fréquentes pour l'intégration de schémas XML,2006,fr,4,4,4,Recherche d'Information,pas encore,recherche fréquent intégration schéma xml
1068,Recherche en temps réel de préfixes massifs hiérarchiques dans un réseau IP à l'aide de techniques de stream mining,2006,fr,2,2,2,Analyse de Graphes,pas encore,recherche temps réel préfixe massif hiérarchique réseau ip aide technique stream mining
1069,Reconnaissance automatique d'évènements survenant sur patients en réanimation à l'aide d'une méthode adaptative d'extraction en ligne d'épisodes temporels,2006,fr,1,1,1,Flux & Temporalité,pas encore,reconnaissance automatique évènement survenir patient réanimation aide méthode adaptatif extraction ligne épisode temporel
1070,Reconnaissance automatique de concepts à partir d'une ontologie,2006,fr,2,2,2,Web Sémantique,pas encore,reconnaissance automatique concept partir ontologie
1071,Règles d'association avec une prémisse composée : Mesure du gain d'information.,2006,fr,3,3,3,Règles d'Association,pas encore,règle association prémisse composer mesure gain information
1072,"Représentation d'expertise psychologique sous la forme de graphes orientés, codés en RDF",2006,fr,4,4,4,Analyse de Graphes,pas encore,représentation expertise psychologique sou forme graphe orienté coder rdf
1073,Représentation des connaissances appliquées à la géotechnique : une approche,2006,fr,1,1,1,Ingénierie des Données,pas encore,représentation connaissance appliquer géotechnique approche
1074,Sélection de variables et modélisation d'expression d'émotion dans les dialogues Homme-Machine,2006,fr,1,1,1,Analyse de Graphes,pas encore,sélection variable modélisation expression émotion dialogue
1075,Sélection supervisée d'instances : une approche descriptive,2006,fr,2,2,2,Classification & Clustering,pas encore,sélection superviser instance approche descriptif
1076,"SVM incrémental, parallèle et distribué pour le traitement de grandes quantités de données",2006,fr,2,2,2,Entrepôts de Données,pas encore,svm incrémental parallèle distribuer traitement grand quantité donnée
1077,Système d'aide à la décision pour la surveillance de la qualité de l'air intérieur,2006,fr,4,4,4,Analyse de Graphes,pas encore,système aide décision surveillance qualité air intérieur
1078,Techniques de fouille de données pour la réécriture de requêtes en présence de contraintes de valeurs,2006,fr,2,2,2,Entrepôts de Données,pas encore,technique fouille donnée réécriture requête présence contrainte valeur
1079,Teximus Expertise : un logiciel de gestion de connaissances,2006,fr,1,1,1,Ingénierie des Données,pas encore,teximus expertise logiciel gestion connaissance
1080,Typicalité et contribution des sujets et des variables supplémentaires en Analyse Statistique Implicative,2006,fr,4,4,4,Analyse de Graphes,pas encore,typicalité contribution sujet variable supplémentaire analyse statistique implicative
1081,Un automate pour évaluer la nature des textes,2006,fr,2,2,2,Analyse de Graphes,pas encore,automate évaluer nature texte
1082,Un logiciel permettant d'apprendre des règles et leurs exceptions : Area,2006,fr,3,3,3,Règles d'Association,pas encore,logiciel permettre apprendre règle exception area
1083,Un modèle de qualité de l'information,2006,fr,2,2,2,Analyse de Graphes,pas encore,modèle qualité information
1084,Un modèle métier extensible adapté à la gestion de dépêches d'agences de presse,2006,fr,5,5,5,Analyse de Graphes,pas encore,modèle métier extensible adapter gestion dépêche agence presse
1085,Une approche distribuée pour l'extraction de connaissances : Application à l'enrichissement de l'aspect factuel des BDG,2006,fr,2,2,2,Ingénierie des Données,pas encore,approche distribuer extraction connaissance application enrichissement aspect factuel bdg
1086,Une approche multi-agent adaptative pour la simulation de schémas tactiques,2006,fr,3,3,3,Analyse de Graphes,pas encore,approche adaptatif simulation schéma tactique
1087,Une approche simple inspirée des réseaux sociaux pour la hiérarchisation des systèmes autonomes de l'Internet,2006,fr,2,2,2,Analyse de Graphes,pas encore,approche simple inspirée réseau social hiérarchisation système autonome internet
1088,Une comparaison de certains indices de pertinence des règles d'association,2006,fr,4,4,4,Règles d'Association,pas encore,comparaison indice pertinence règle association
1089,Une mesure de proximité et une méthode de regroupement pour l'aide à l'acquisition d'ontologies spécialisées,2006,fr,5,5,5,Web Sémantique,pas encore,mesure proximité méthode regroupement aide acquisition ontologie spécialiser
1090,Une nouvelle mesure sémantique pour le calcul de la similarité entre deux concepts d'une même ontologie,2006,fr,4,4,4,Web Sémantique,pas encore,mesure sémantique calcul similarité entrer concept ontologie
1091,Utilisation de métadonnées pour l'aide à l'interprétation de classes et de partitions,2006,fr,4,4,4,Analyse de Graphes,pas encore,utilisation métadonner aide interprétation classe partition
1092,Utilisation des réseaux bayésiens dans le cadre de l'extraction de règles d'association,2006,fr,4,4,4,Règles d'Association,pas encore,utilisation réseau bayésien cadre extraction règle association
1093,Vers l'extraction de motifs rares,2006,fr,5,5,5,Fouille de Motifs,pas encore,extraction motif rare
1094,Visualisation en Gestion des Connaissances Développement d'un nouveau modèle graphique Graph'Atanor,2006,fr,4,4,4,Ingénierie des Données,pas encore,visualisation gestion connaissance développement modèle graphique atanor
1095,Visualisation interactive de données avec des méthodes à base de points d'intérêt,2006,fr,2,2,2,Entrepôts de Données,pas encore,visualisation interactif donnée méthode base point intérêt
1096,Web sémantique pour la mémoire d'expériences d'une communauté scientifique : le projet MEAT,2006,fr,3,3,3,Web Mining,pas encore,web sémantique mémoire expérience communauté scientifique projet meat
1097,Web Usage Mining : extraction de périodes denses à partir des logs,2006,fr,4,4,4,Web Mining,pas encore,web usage mining extraction période dense partir log
1098,ACKA : Une approche d'acquisition coopérative de connaissances pour la construction d'un modèle de simulation multi-agents,2005,fr,2,2,2,Ingénierie des Données,pas encore,acka approche acquisition coopératif connaissance construction modèle simulation
1099,Acquisition et exploitation de connaissances dans un contexte multi-experts pour un système d'aide à la décision,2005,fr,3,3,3,Ingénierie des Données,pas encore,acquisition exploitation connaissance contexte système aide décision
1100,AID : Un framework intégré de conception d'un schéma objet-relationnel,2005,fr,2,2,2,Analyse de Graphes,pas encore,aid framework intégré conception schéma objet relationnel
1101,Amélioration de la performance de l'Analyse de la Sémantique Latente pour des corpus de petite taille,2005,fr,4,4,4,Analyse de Graphes,pas encore,amélioration performance analyse sémantique latente corpus petit taille
1102,Analyse comparative de classifications : apport des règles d'association floues,2005,fr,3,3,3,Règles d'Association,pas encore,analyse comparatif classification apport règle association flou
1103,Analyse de données symboliques et graphe de connaissances d'un agent,2005,fr,2,2,2,Ingénierie des Données,pas encore,analyse donnée symbolique graphe connaissance agent
1104,"Analyse géométrique des données pour l'affinement de la connaissance : cas des données EPGY (Education Program for Gifted Students, Stanford University)",2005,fr,1,1,1,Entrepôts de Données,pas encore,analyse géométrique donnée affinement connaissance cas donnée epgy education program for gifted students stanford university
1105,Analyse stochastique de séquences d'événements discrets pour la découverte de signatures,2005,fr,2,2,2,Flux & Temporalité,pas encore,analyse stochastique séquence événement discret découverte signature
1106,Annotation de textes par extraction d'informations lexicosyntaxiques  et acquisition de schémas conceptuels de causalité,2005,fr,3,3,3,Ingénierie des Données,pas encore,annotation texte extraction information lexicosyntaxique acquisition schéma conceptuel causalité
1107,Apprentissage automatique des modèles structurels d'objets cartographiques,2005,fr,2,2,2,Analyse de Graphes,pas encore,apprentissage automatique modèle structurel objet cartographique
1108,Apprentissage de scénarios à partir de séries temporelles multivariées,2005,fr,3,3,3,Flux & Temporalité,pas encore,apprentissage scénario partir série temporel multivarier
1109,Apprentissage de signatures de facteurs de transcription à partir de données d'expression,2005,fr,3,3,3,Entrepôts de Données,pas encore,apprentissage signature facteur transcription partir donnée expression
1110,Apprentissage de structures de réseaux Bayésiens et données incomplètes,2005,fr,2,2,2,Entrepôts de Données,pas encore,apprentissage structure réseau bayésiens donnée incomplet
1111,Apprentissage non supervisé de séries temporelles à l'aide des k-Means et d'une nouvelle méthode d'agrégation de séries,2005,fr,2,2,2,Flux & Temporalité,pas encore,apprentissage non superviser série temporel aide k means méthode agrégation série
1112,Apprentissage supervisé pour la classification des images basé sur la structure P-tree,2005,fr,3,3,3,Classification & Clustering,pas encore,apprentissage superviser classification image baser structure p tree
1113,Arbre de décision sur des données de type intervalle : évaluation et comparaison,2005,fr,2,2,2,Recherche d'Information,pas encore,arbre décision donnée type intervall évaluation comparaison
1114,Caractérisation d'une région d'intérêt dans les images,2005,fr,3,3,3,Analyse de Graphes,pas encore,caractérisation région intérêt image
1115,CHIC : traitement de données avec l'analyse implicative,2005,fr,2,2,2,Entrepôts de Données,pas encore,chic traitement donnée analyse implicatif
1116,Classification 2-3 Hiéarchique de données du Web,2005,fr,2,2,2,Web Mining,pas encore,classification hiéarchique donnée web
1117,Classification d'un tableau de contingence et modèle probabiliste,2005,fr,2,2,2,Classification & Clustering,pas encore,classification tableau contingence modèle probabiliste
1118,Classification non supervisée et visualisation 3D de documents,2005,fr,3,3,3,Classification & Clustering,pas encore,classification non superviser visualisation document
1120,Combinaison de fonctions de préférence par Boosting pour la recherche de passages dans les systèmes de question/réponse,2005,fr,3,3,3,Analyse de Graphes,pas encore,combinaison fonction préférence boosting recherche passage système question réponse
1121,De la statistique des données à la statistique des connaissances : avancées récentes en analyse des données symboliques,2005,fr,1,1,1,Entrepôts de Données,pas encore,statistique donnée statistique connaissance avancée récent analyse donnée symbolique
1122,Élagage et aide à l'interprétation symbolique et graphique d'une pyramide,2005,fr,3,3,3,Analyse de Graphes,pas encore,élagage aide interprétation symbolique graphique pyramide
1123,Enrichissement sémantique de documents XML représentant des tableaux,2005,fr,4,4,4,Recherche d'Information,pas encore,enrichissement sémantique document xml représentant tableau
1124,Entrepôt de Données Spatiales basé sur GML : Politique  de Gestion de Cache,2005,fr,3,3,3,Entrepôts de Données,pas encore,entrepôt donnée spatiales baser gml politique gestion cache
1125,Évaluation des algorithmes LEM et eLEM pour données continues,2005,fr,2,2,2,Entrepôts de Données,pas encore,évaluation algorithme lem elem donnée continu
1126,Expériences de classification d'une collection de documents XML de structure homogène,2005,fr,4,4,4,Recherche d'Information,pas encore,expérience classification collection document xml structure homogène
1127,Expérimentations sur un modèle de recherche d'information utilisant les liens hypertextes des pages Web,2005,fr,2,2,2,Web Mining,pas encore,expérimentations modèle recherche information utiliser lien hypertexte page web
1128,Extension de l'algorithme Apriori et des règles d'association aux cas des données symboliques diagrammes et intervalles,2005,fr,2,2,2,Règles d'Association,pas encore,extension algorithme apriori règle association cas donnée symbolique diagramme intervalle
1129,Extension des bases de données inductives pour la découverte de chroniques,2005,fr,3,3,3,Entrepôts de Données,pas encore,extension base donnée inductiver découverte chronique
1130,Extraction Bayésienne et intégration de patterns représentés suivant les K plus proches voisins pour le go 19x19,2005,fr,2,2,2,Analyse de Graphes,pas encore,extraction bayésienne intégration pattern représenté k voisin go
1131,Extraction bilingue de termes médicaux dans un corpus  parallèle anglais/français,2005,fr,2,2,2,Ingénierie des Données,pas encore,extraction bilingue terme médical corpus parallèle anglais français
1132,Extraction de la localisation des termes pour le classement des documents,2005,fr,2,2,2,Recherche d'Information,pas encore,extraction localisation terme classement document
1133,Extraction de règles d'association quantitatives application à des données médicales,2005,fr,4,4,4,Règles d'Association,pas encore,extraction règle association quantitatif application donnée médical
1134,Extraction de termes centrée autour de l'expert,2005,fr,3,3,3,Ingénierie des Données,pas encore,extraction terme centrer autour expert
1135,Extraction des connaissances pour l'enrichissement des bases  de données géographiques,2005,fr,2,2,2,Ingénierie des Données,pas encore,extraction connaissance enrichissement base donnée géographique
1136,Fonctions d'oubli et conservation de détail dans les entrepôts de données,2005,fr,3,3,3,Entrepôts de Données,pas encore,fonction oubli conservation détail entrepôt donnée
1137,Forage distribué des données : une comparaison entre l'agrégation d'échantillons et l'agrégation de règles,2005,fr,3,3,3,Règles d'Association,pas encore,forage distribuer donnée comparaison entrer agrégation échantillon agrégation règle
1138,Fouille de Données Relationnelles dans les SGBD,2005,fr,2,2,2,Entrepôts de Données,pas encore,fouille donnée relationnelle sgbd
1139,Fouille de graphes et découverte de règles d'association : application à l'analyse d'images de document,2005,fr,4,4,4,Règles d'Association,pas encore,fouille graphe découverte règle association application analyse image document
1140,Fouille de textes pour orienter la construction d'une ressource terminologique,2005,fr,2,2,2,Analyse de Graphes,pas encore,fouille texte orienter construction ressource terminologique
1141,Hiérarchisation des règles d'association en fouille de textes,2005,fr,3,3,3,Règles d'Association,pas encore,hiérarchisation règle association fouille texte
1142,Intégration efficace des arbres de décision dans les SGBD : utilisation des index bitmap,2005,fr,2,2,2,Recherche d'Information,pas encore,intégration efficace arbre décision sgbd utilisation index bitmap
1143,L'automate textuel pour la prise en compte de l'évolution du texte,2005,fr,2,2,2,Analyse de Graphes,pas encore,automate textuel prise compte évolution texte
1144,La démarche ontologique pour la gestion des compétences et des connaissances,2005,fr,3,3,3,Ingénierie des Données,pas encore,démarche ontologique gestion compétence connaissance
1145,La réussite universitaire : prédictions par génération de règles,2005,fr,3,3,3,Règles d'Association,pas encore,réussite universitaire prédiction génération règle
1146,Les NTIC au services de la capitalisation des connaissances,2005,fr,1,1,1,Ingénierie des Données,pas encore,ntic service capitalisation connaissance
1147,Logiciel d'aide à l'étiquetage morpho-syntaxique de  textes de spécialité,2005,fr,3,3,3,Analyse de Graphes,pas encore,logiciel aide étiquetage morpho syntaxique texte spécialité
1148,Manipulation et fusion de données multidimensionnelles,2005,fr,3,3,3,Entrepôts de Données,pas encore,manipulation fusion donnée multidimensionnel
1149,Méthode de construction d'ontologie de termes à partir du treillis de l'iceberg de Galois,2005,fr,3,3,3,Web Sémantique,pas encore,méthode construction ontologie terme partir treillis iceberg galois
1152,Modélisation d'objets mobiles dans un entrepôt de données,2005,fr,2,2,2,Entrepôts de Données,pas encore,modélisation objet mobile entrepôt donnée
1153,Modélisation d'un agent émotionnel en UML et RDF,2005,fr,5,5,5,Analyse de Graphes,pas encore,modélisation agent émotionnel uml rdf
1154,Modélisation de connaissances pour un système de médiation,2005,fr,3,3,3,Ingénierie des Données,pas encore,modélisation connaissance système médiation
1155,Modélisation de la cognition sociale – propositions autour de  l'utilisation de schémas cognitifs,2005,fr,1,1,1,Analyse de Graphes,pas encore,modélisation cognition social propositier autour utilisation schéma cognitif
1156,Modélisation des individus et de leurs relations pour l'aide à l'intégration des individus dans l'organisation,2005,fr,4,4,4,Analyse de Graphes,pas encore,modélisation individu relation aide intégration individu organisation
1157,Modélisation des interactions entre individus avec AgentUML,2005,fr,5,5,5,Analyse de Graphes,pas encore,modélisation interaction entrer individu agentuml
1158,"Motifs séquentiels flous : un peu, beaucoup, passionément",2005,fr,3,3,3,Fouille de Motifs,pas encore,motif séquentiel flou beaucoup passionément
1159,Notion de sémantiques bien-formées pour les règles,2005,fr,2,2,2,Règles d'Association,pas encore,notion sémantique règle
1160,Outil de classification et de visualisation de grands volumes de données mixtes,2005,fr,2,2,2,Classification & Clustering,pas encore,outil classification visualisation grand volume donnée mixter
1161,Prise en compte des « Points de Vue » pour l'annotation d'un processus d'Extraction de Connaissances à partir de Données,2005,fr,3,3,3,Ingénierie des Données,pas encore,prise compte point vue annotation processus extraction connaissance partir donnée
1162,Problématiques de gestion de connaissances dans le cadre de l'enseignement à distance sur l'Internet.,2005,fr,4,4,4,Ingénierie des Données,pas encore,problématiques gestion connaissance cadre enseignement distance internet
1163,Processus de traitement de données radar pour la reconnaissance/identification de cibles aériennes,2005,fr,3,3,3,Entrepôts de Données,pas encore,processus traitement donnée radar reconnaissance identification cible aérien
1164,Raisonnement en gestion des compétences,2005,fr,3,3,3,Ingénierie des Données,pas encore,raisonnement gestion compétence
1165,RASMA : Une approche Multi-Agent pour l'amélioration de l'Algorithme des Règles d'Associations Spatiales,2005,fr,4,4,4,Règles d'Association,pas encore,rasma approche amélioration algorithme règle association spatiales
1166,Réécriture de requêtes multimédias : approche basée sur l'usage d'une ontologie,2005,fr,3,3,3,Web Sémantique,pas encore,réécriture requête multimédia approche baser usage ontologie
1167,Règles de propagation pour la création d'ontologies d'annotation de ressources,2005,fr,4,4,4,Web Sémantique,pas encore,règle propagation création ontologie annotation ressource
1168,Réponses coopératives dans l'interrogation de documents RDF,2005,fr,2,2,2,Recherche d'Information,pas encore,réponse coopératif interrogation document rdf
1169,Restructuration automatique de documents dans les corpus semi-structurés hétérogènes,2005,fr,3,3,3,Recherche d'Information,pas encore,restructuration automatique document corpus hétérogène
1170,Sélection de modèles par des méthodes à noyaux pour la classification de données séquentielles,2005,fr,3,3,3,Classification & Clustering,pas encore,sélection modèle méthode noyau classification donnée séquentiel
1172,"SEQTREE, un outil de fouille de données séquentielles par visualisation",2005,fr,1,1,1,Entrepôts de Données,pas encore,seqtree outil fouille donnée séquentiel visualisation
1174,SVM et visualisation pour la fouille de grands ensembles de données,2005,fr,2,2,2,Entrepôts de Données,pas encore,svm visualisation fouille grand ensemble donnée
1175,Tableau de Bits Indexé (TBI)  pour la Recherche de Séquences Fréquentes,2005,fr,2,2,2,Flux & Temporalité,pas encore,tableau bit indexer tbi recherche séquence fréquentes
1176,TANAGRA : un logiciel gratuit pour l'enseignement et la recherche,2005,fr,1,1,1,Analyse de Graphes,pas encore,tanagra logiciel gratuit enseignement recherche
1177,Tendances dans les expressions de gènes :  application à l'analyse du transcriptome  de Plasmodium Falciparum,2005,fr,6,6,6,Analyse de Graphes,pas encore,tendance expression gène application analyse transcriptome plasmodium falciparum
1178,Un automate pour la génération complète ou partielle des concepts du treillis de Galois,2005,fr,3,3,3,Analyse de Graphes,pas encore,automate génération complet partiel concept treillis galois
