id_article,title,year,language,Nb_authors,Nb_male,Nb_female,theme
970,Traitement et exploration du fichier Log du Serveur Web pour l'extraction des connaissances : Web Usage Mining,2007,fr,2,1,1,Extraction d’information et analyse documentaire web
971,Un algorithme multi-agent de classification pour la construction d'ontologies dynamiques,2007,fr,2,1,1,Ontologies et traitement sémantique du texte
972,Un cadre théorique pour la gestion de grandes bases de motifs,2007,fr,3,2,1,Aide à la décision et analyse multidimensionnelle
973,Un outil pour la visualisation de relations entre gènes,2007,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
974,Un segmenteur de texte en phrases guidé par l'utilisateur,2007,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
975,Une approche de classification non supervisée basée sur la détection de singularités et la corrélation de séries temporelles pour la recherche d'états : application à un bioprocédé fed-batch,2007,fr,1,1,0,Analyse de séries temporelles et données spatio-temporelles
976,Une approche non paramétrique Bayésienne pour l'estimation de densité conditionnelle sur les rangs,2007,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
977,Une approche sociotechnique pour le Knowledge Management (KM),2007,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
978,Une étude des algorithmes de construction d'architecture des réseaux de neurones multicouches,2007,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
979,Une extension de XQuery pour la recherche textuelle d'information dans des documents XML,2007,fr,2,2,0,Visualisation et exploration interactive de données
980,Une méthode d'interprétation de scores,2007,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
981,Une méthode optimale d'évaluation bivariée pour la classification supervisée,2007,fr,1,1,0,Recherche d’information et traitement d’images
982,Une nouvelle approche de la programmation DC et DCA pour la classification floue,2007,fr,3,1,2,Recherche d’information et traitement d’images
983,Une nouvelle méthode d'alignement et de visualisation d'ontologies OWL-Lite,2007,fr,4,4,0,Ontologies et traitement sémantique du texte
984,Une règle d'exception en Analyse Statistique Implicative,2007,fr,3,2,1,Data mining et gestion de flux de données
985,Utilisation de WordNet dans la catégorisation de textes multilingues,2007,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
986,Validation des visualisations par axes principaux de données numériques et textuelles,2007,fr,1,1,0,Analyse de motifs et séquences dans les données
987,Vers un algorithme multi-agents de clustering dynamique,2007,fr,3,1,1,Apprentissage automatique et réseaux de connaissances
988,Vers un système hybride pour l'annotation sémantique d'images IRM du cerveau,2007,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
989,Vers une base de connaissances biographique : extraction d'information et ontologie,2007,fr,2,2,0,Règles d’association et génération de connaissances
990,Vers une nouvelle approche d'extraction des motifs séquentiels non-dérivables,2007,fr,2,2,0,Aide à la décision et analyse multidimensionnelle
991,Vers une plate-forme interactive pour la visualisation de grands ensembles de règles d'association,2007,fr,4,4,0,Data mining et gestion de flux de données
992,Visualisation de graphes avec Tulip : exploration interactive de grandes masses de données en appui à la fouille de données et à l'extraction de connaissances,2007,fr,6,5,1,Analyse de motifs et séquences dans les données
993,Visualisation exploratoire des résultats d'algorithmes d'arbre de décision,2007,fr,3,2,1,Visualisation et exploration interactive de données
994,WebDocEnrich : enrichissement sémantique flexible de documents semi-structurés,2007,fr,3,1,2,Visualisation et exploration interactive de données
995,Accès aux connaissances orales par le résumé automatique,2006,fr,4,4,0,Règles d’association et génération de connaissances
996,Affectation pondérée sur des données de type intervalle,2006,fr,2,2,0,Analyse de motifs et séquences dans les données
997,Aide en gestion hospitalière par visualisation des composantes de non-pertinence,2006,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
998,Algorithme semi-interactif pour la sélection de dimensions,2006,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
999,Alignement extensionnel et asymétrique de hiérarchies conceptuelles par découverte d'implications entre concepts,2006,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
1000,Amélioration des indicateurs techniques pour l'analyse du marché financier,2006,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1001,Analyse du Comportement des utilisateurs exploitant une base de données vidéo,2006,fr,1,1,0,Analyse de motifs et séquences dans les données
1002,Annotation sémantique de pages web,2006,fr,4,4,0,Extraction d’information et analyse documentaire web
1003,Apprentissage de la structure des réseaux bayésiens à partir des motifs fréquents corrélés : application à l'identification des facteurs environnementaux du cancer du Nasopharynx,2006,fr,4,2,2,Aide à la décision et analyse multidimensionnelle
1004,Approche entropique pour l'analyse de modèle de chroniques,2006,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
1005,ARABASE : Base de données Web pour l'exploitation en reconnaissance optique de l'écriture Arabe,2006,fr,3,0,3,Extraction d’information et analyse documentaire web
1006,Arbres de décision multi modes et multi cibles.,2006,fr,2,2,0,Visualisation et exploration interactive de données
1007,"Archiview, un outil de visualisation topographique des paramètres d'un hôpital",2006,fr,6,5,1,Apprentissage automatique et réseaux de connaissances
1008,Biclustering of Gene Expression Data Based on Local Nearness,2006,en,3,3,0,Apprentissage automatique et réseaux de connaissances
1009,Bordures statistiques pour la fouille incrémentale de données dans les Data Streams,2006,fr,2,2,0,Analyse de motifs et séquences dans les données
1010,Carte auto-organisatrice probabiliste sur données binaires,2006,fr,2,2,0,Analyse de motifs et séquences dans les données
1011,Champs de Markov conditionnels pour le traitement de séquences,2006,fr,2,1,1,Analyse de séries temporelles et données spatio-temporelles
1012,Choix du taux d'élagage pour l'extraction de la terminologie. Une approche fondée sur les courbes ROC,2006,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1013,Classification d'un tableau de contingence et modèle probabiliste,2006,fr,2,2,0,Recherche d’information et traitement d’images
1014,Classification de documents XML à partir d'une représentation linéaire des arbres de ces documents,2006,fr,4,3,1,Visualisation et exploration interactive de données
1015,Classification des comptes-rendus mammographiques à partir d'une ontologie radiologique en OWL,2006,fr,4,3,1,Ontologies et traitement sémantique du texte
1016,Classification non-supervisée de données relationnelles,2006,fr,3,2,0,Recherche d’information et traitement d’images
1017,Classifications hiérarchiques factorielles de variables,2006,fr,1,1,0,Recherche d’information et traitement d’images
1018,Clustering dynamique d'un flot de données : un algorithme incrémental et optimal de détection des maxima de densité,2006,fr,1,1,0,Analyse de motifs et séquences dans les données
1019,Combinaison de l'approche inductive (progressive) et linguistique pour l'étiquetage morphosyntaxique des corpus de spécialité,2006,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1020,Comment formaliser les connaissances tacites d'une organisation ? Le cas de la conduite du changement à la SNCF,2006,fr,2,1,1,Règles d’association et génération de connaissances
1021,Comparaison de deux modes de représentation de données faiblement structurées en sciences du vivant,2006,fr,5,3,2,Analyse de motifs et séquences dans les données
1022,Comparaison de dissimilarités pour l'analyse de l'usage d'un site web,2006,fr,4,3,1,Extraction d’information et analyse documentaire web
1023,Comparaison des mammographies par des méthodes d'apprentissage,2006,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
1024,Comparaison des mesures d'intérêt de règles d'association : une approche basée sur des graphes de corrélation,2006,fr,3,3,0,Data mining et gestion de flux de données
1025,Confrontation de Points de Vue dans le système Porphyry,2006,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
1026,"Credit scoring, statistique et apprentissage",2006,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
1027,Critère VT100 de sélection des règles d'association,2006,fr,2,2,0,Data mining et gestion de flux de données
1028,De l'analyse didactique à la modélisation informatique pour la conception d'un EIAH en chirurgie orthopédique,2006,fr,3,0,3,Apprentissage automatique et réseaux de connaissances
1029,Définition et diffusion de signatures sémantiques dans les systèmes pair-à-pair,2006,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
1030,Des motifs séquentiels généralisés aux contraintes de temps étendues,2006,fr,3,0,3,Aide à la décision et analyse multidimensionnelle
1031,EDA : algorithme de désuffixation du langage médical,2006,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
1032,Enrichissement d'ontologies dans le secteur de l'eau douce en environnement Internet distribué et multilingue,2006,fr,2,1,1,Ontologies et traitement sémantique du texte
1033,ESIEA Datalab Logiciel de Nettoyage et Préparation de Données,2006,fr,1,1,0,Analyse de motifs et séquences dans les données
1034,Exploration des paramètres discriminants pour les représentations vectorielles de la sémantique des mots,2006,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1035,Exploration interactive de bases de connaissances : un retour d'expérience,2006,fr,2,2,0,Règles d’association et génération de connaissances
1036,Extension de l'algorithme CURE aux fouilles de données volumineuses,2006,fr,2,1,1,Analyse de motifs et séquences dans les données
1037,Extraction automatique de champs numériques dans des documents manuscrits,2006,fr,3,3,0,Visualisation et exploration interactive de données
1038,Extraction d'objets vidéo : Une approche combinant les contours actifs et le flot optique,2006,fr,3,3,0,Règles d’association et génération de connaissances
1039,Extraction de motifs séquentiels dans les flots de données d'usage du Web,2006,fr,2,1,1,Aide à la décision et analyse multidimensionnelle
1040,Extraction de relations dans les documents Web,2006,fr,4,4,0,Extraction d’information et analyse documentaire web
1041,Extraction et identification d'entités complexes à partir de textes biomédicaux,2006,fr,3,3,0,Règles d’association et génération de connaissances
1042,Extraction multilingue de termes à partir de leur structure morphologique,2006,fr,1,0,1,Règles d’association et génération de connaissances
1043,FaBR-CL : méthode de classification croisée de protéines,2006,fr,2,2,0,Recherche d’information et traitement d’images
1044,Faire vivre un référentiel métier dans l'industrie : le système de gestion de connaissances ICARE,2006,fr,4,4,0,Règles d’association et génération de connaissances
1045,Fast-MGB : Nouvelle Base Générique Minimale de Règles Associatives,2006,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
1046,Finding fragments of orders and total orders from 0-1 data,2006,en,1,1,0,Apprentissage automatique et réseaux de connaissances
1047,Fouille de données dans les systèmes Pair-à-Pair pour améliorer la recherche de ressources,2006,fr,3,2,1,Analyse de motifs et séquences dans les données
1048,"Fouille de données spatiales, Approche basée sur la programmation logique inductive",2006,fr,5,3,2,Analyse de motifs et séquences dans les données
1049,Gestion de connaissances : Compétences et ressources pédagogiques,2006,fr,3,3,0,Règles d’association et génération de connaissances
1050,Graphes de voisinage pour l'indexation et l'interrogation d'images par le contenu,2006,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1051,I-Semantec : une plateforme collaborative de capitalisation des connaissances métier en conception de produits industriels,2006,fr,4,3,1,Règles d’association et génération de connaissances
1052,Indexation de vues virtuelles dans un médiateur XML pour le traitement de XQuery Text,2006,fr,2,2,0,Visualisation et exploration interactive de données
1053,Interrogation et Vérification de documents OWL dans le modèle des Graphes Conceptuels,2006,fr,4,4,0,Visualisation et exploration interactive de données
1054,La fouille de graphes dans les bases de données réactionnelles au service de la synthèse en chimie organique,2006,fr,2,2,0,Analyse de motifs et séquences dans les données
1055,"Le forage distribué des données : une méthode simple, rapide et efficace",2006,fr,2,2,0,Analyse de motifs et séquences dans les données
1056,Maintaining an Online Bibliographical Database: The Problem of Data Quality,2006,en,2,2,0,Aide à la décision et analyse multidimensionnelle
1057,Méthode de récolte de traces de navigation sur interface graphique et visualisation de parcours,2006,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
1058,Modèle conceptuel pour bases de données multidimensionnelles annotées,2006,fr,4,4,0,Analyse de motifs et séquences dans les données
1059,Modèle décisionnel basé sur la qualité des données pour sélectionner les règles d'associations légitimement intéressantes,2006,fr,1,0,1,Data mining et gestion de flux de données
1060,Modélisation informationnelle : un cadre méthodologique pour représenter des connaissances évolutives spatialisables,2006,fr,2,1,1,Règles d’association et génération de connaissances
1061,Multi-catégorisation de textes juridiques et retour de pertinence,2006,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
1062,Outil de datamining spatial appliqué à l'analyse des risques liés au territoire,2006,fr,3,1,2,Apprentissage automatique et réseaux de connaissances
1063,Prédiction de solubilité de molécules à partir des seules données relationnelles,2006,fr,3,2,1,Analyse de motifs et séquences dans les données
1064,Préparation des données Radar pour la reconnaissance/identification de cibles aériennes,2006,fr,3,2,1,Analyse de motifs et séquences dans les données
1065,Prétraitement de grands ensembles de données pour la fouille visuelle,2006,fr,2,1,1,Analyse de motifs et séquences dans les données
1066,Recherche de règles non redondantes par vecteurs de bits dans des grandes bases de motifs ,2006,fr,3,2,1,Data mining et gestion de flux de données
1067,Recherche de sous-structures fréquentes pour l'intégration de schémas XML,2006,fr,4,2,2,Visualisation et exploration interactive de données
1068,Recherche en temps réel de préfixes massifs hiérarchiques dans un réseau IP à l'aide de techniques de stream mining,2006,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1069,Reconnaissance automatique d'évènements survenant sur patients en réanimation à l'aide d'une méthode adaptative d'extraction en ligne d'épisodes temporels,2006,fr,1,0,1,Analyse de séries temporelles et données spatio-temporelles
1070,Reconnaissance automatique de concepts à partir d'une ontologie,2006,fr,2,0,2,Ontologies et traitement sémantique du texte
1071,Règles d'association avec une prémisse composée : Mesure du gain d'information.,2006,fr,3,1,2,Data mining et gestion de flux de données
1072,"Représentation d'expertise psychologique sous la forme de graphes orientés, codés en RDF",2006,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
1073,Représentation des connaissances appliquées à la géotechnique : une approche,2006,fr,1,1,0,Règles d’association et génération de connaissances
1074,Sélection de variables et modélisation d'expression d'émotion dans les dialogues Homme-Machine,2006,fr,1,0,1,Apprentissage automatique et réseaux de connaissances
1075,Sélection supervisée d'instances : une approche descriptive,2006,fr,2,2,0,Recherche d’information et traitement d’images
1076,"SVM incrémental, parallèle et distribué pour le traitement de grandes quantités de données",2006,fr,2,2,0,Analyse de motifs et séquences dans les données
1077,Système d'aide à la décision pour la surveillance de la qualité de l'air intérieur,2006,fr,4,1,3,Apprentissage automatique et réseaux de connaissances
1078,Techniques de fouille de données pour la réécriture de requêtes en présence de contraintes de valeurs,2006,fr,2,1,1,Analyse de motifs et séquences dans les données
1079,Teximus Expertise : un logiciel de gestion de connaissances,2006,fr,1,1,0,Règles d’association et génération de connaissances
1080,Typicalité et contribution des sujets et des variables supplémentaires en Analyse Statistique Implicative,2006,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
1081,Un automate pour évaluer la nature des textes,2006,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
1082,Un logiciel permettant d'apprendre des règles et leurs exceptions : Area,2006,fr,3,3,0,Data mining et gestion de flux de données
1083,Un modèle de qualité de l'information,2006,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
1084,Un modèle métier extensible adapté à la gestion de dépêches d'agences de presse,2006,fr,5,4,1,Apprentissage automatique et réseaux de connaissances
1085,Une approche distribuée pour l'extraction de connaissances : Application à l'enrichissement de l'aspect factuel des BDG,2006,fr,2,1,1,Règles d’association et génération de connaissances
1086,Une approche multi-agent adaptative pour la simulation de schémas tactiques,2006,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
1087,Une approche simple inspirée des réseaux sociaux pour la hiérarchisation des systèmes autonomes de l'Internet,2006,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1088,Une comparaison de certains indices de pertinence des règles d'association,2006,fr,4,2,2,Data mining et gestion de flux de données
1089,Une mesure de proximité et une méthode de regroupement pour l'aide à l'acquisition d'ontologies spécialisées,2006,fr,5,3,2,Ontologies et traitement sémantique du texte
1090,Une nouvelle mesure sémantique pour le calcul de la similarité entre deux concepts d'une même ontologie,2006,fr,4,2,2,Ontologies et traitement sémantique du texte
1091,Utilisation de métadonnées pour l'aide à l'interprétation de classes et de partitions,2006,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
1092,Utilisation des réseaux bayésiens dans le cadre de l'extraction de règles d'association,2006,fr,4,3,1,Data mining et gestion de flux de données
1093,Vers l'extraction de motifs rares,2006,fr,5,4,1,Aide à la décision et analyse multidimensionnelle
1094,Visualisation en Gestion des Connaissances Développement d'un nouveau modèle graphique Graph'Atanor,2006,fr,4,3,1,Règles d’association et génération de connaissances
1095,Visualisation interactive de données avec des méthodes à base de points d'intérêt,2006,fr,2,2,0,Analyse de motifs et séquences dans les données
1096,Web sémantique pour la mémoire d'expériences d'une communauté scientifique : le projet MEAT,2006,fr,3,2,1,Extraction d’information et analyse documentaire web
1097,Web Usage Mining : extraction de périodes denses à partir des logs,2006,fr,4,2,2,Extraction d’information et analyse documentaire web
1098,ACKA : Une approche d'acquisition coopérative de connaissances pour la construction d'un modèle de simulation multi-agents,2005,fr,2,1,1,Règles d’association et génération de connaissances
1099,Acquisition et exploitation de connaissances dans un contexte multi-experts pour un système d'aide à la décision,2005,fr,3,3,0,Règles d’association et génération de connaissances
1100,AID : Un framework intégré de conception d'un schéma objet-relationnel,2005,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1101,Amélioration de la performance de l'Analyse de la Sémantique Latente pour des corpus de petite taille,2005,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
1102,Analyse comparative de classifications : apport des règles d'association floues,2005,fr,3,1,2,Data mining et gestion de flux de données
1103,Analyse de données symboliques et graphe de connaissances d'un agent,2005,fr,2,2,0,Règles d’association et génération de connaissances
1104,"Analyse géométrique des données pour l'affinement de la connaissance : cas des données EPGY (Education Program for Gifted Students, Stanford University)",2005,fr,1,0,1,Analyse de motifs et séquences dans les données
1105,Analyse stochastique de séquences d'événements discrets pour la découverte de signatures,2005,fr,2,2,0,Analyse de séries temporelles et données spatio-temporelles
1106,Annotation de textes par extraction d'informations lexicosyntaxiques  et acquisition de schémas conceptuels de causalité,2005,fr,3,1,2,Règles d’association et génération de connaissances
1107,Apprentissage automatique des modèles structurels d'objets cartographiques,2005,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1108,Apprentissage de scénarios à partir de séries temporelles multivariées,2005,fr,3,2,1,Analyse de séries temporelles et données spatio-temporelles
1109,Apprentissage de signatures de facteurs de transcription à partir de données d'expression,2005,fr,3,2,1,Analyse de motifs et séquences dans les données
1110,Apprentissage de structures de réseaux Bayésiens et données incomplètes,2005,fr,2,2,0,Analyse de motifs et séquences dans les données
1111,Apprentissage non supervisé de séries temporelles à l'aide des k-Means et d'une nouvelle méthode d'agrégation de séries,2005,fr,2,2,0,Analyse de séries temporelles et données spatio-temporelles
1112,Apprentissage supervisé pour la classification des images basé sur la structure P-tree,2005,fr,3,2,1,Recherche d’information et traitement d’images
1113,Arbre de décision sur des données de type intervalle : évaluation et comparaison,2005,fr,2,2,0,Visualisation et exploration interactive de données
1114,Caractérisation d'une région d'intérêt dans les images,2005,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
1115,CHIC : traitement de données avec l'analyse implicative,2005,fr,2,2,0,Analyse de motifs et séquences dans les données
1116,Classification 2-3 Hiéarchique de données du Web,2005,fr,2,1,1,Extraction d’information et analyse documentaire web
1117,Classification d'un tableau de contingence et modèle probabiliste,2005,fr,2,2,0,Recherche d’information et traitement d’images
1118,Classification non supervisée et visualisation 3D de documents,2005,fr,3,2,1,Recherche d’information et traitement d’images
1119,Classifying XML Materialized Views for their maintenance on distributed Web sources,2005,en,3,0,2,Data mining et gestion de flux de données
1120,Combinaison de fonctions de préférence par Boosting pour la recherche de passages dans les systèmes de question/réponse,2005,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
1121,De la statistique des données à la statistique des connaissances : avancées récentes en analyse des données symboliques,2005,fr,1,1,0,Analyse de motifs et séquences dans les données
1122,Élagage et aide à l'interprétation symbolique et graphique d'une pyramide,2005,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
1123,Enrichissement sémantique de documents XML représentant des tableaux,2005,fr,4,1,3,Visualisation et exploration interactive de données
1124,Entrepôt de Données Spatiales basé sur GML : Politique  de Gestion de Cache,2005,fr,3,2,1,Analyse de motifs et séquences dans les données
1125,Évaluation des algorithmes LEM et eLEM pour données continues,2005,fr,2,2,0,Analyse de motifs et séquences dans les données
1126,Expériences de classification d'une collection de documents XML de structure homogène,2005,fr,4,2,2,Visualisation et exploration interactive de données
1127,Expérimentations sur un modèle de recherche d'information utilisant les liens hypertextes des pages Web,2005,fr,2,1,1,Extraction d’information et analyse documentaire web
1128,Extension de l'algorithme Apriori et des règles d'association aux cas des données symboliques diagrammes et intervalles,2005,fr,2,2,0,Data mining et gestion de flux de données
1129,Extension des bases de données inductives pour la découverte de chroniques,2005,fr,3,2,1,Analyse de motifs et séquences dans les données
1130,Extraction Bayésienne et intégration de patterns représentés suivant les K plus proches voisins pour le go 19x19,2005,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1131,Extraction bilingue de termes médicaux dans un corpus  parallèle anglais/français,2005,fr,2,0,2,Règles d’association et génération de connaissances
1132,Extraction de la localisation des termes pour le classement des documents,2005,fr,2,1,1,Visualisation et exploration interactive de données
1133,Extraction de règles d'association quantitatives application à des données médicales,2005,fr,4,2,2,Data mining et gestion de flux de données
1134,Extraction de termes centrée autour de l'expert,2005,fr,3,3,0,Règles d’association et génération de connaissances
1135,Extraction des connaissances pour l'enrichissement des bases  de données géographiques,2005,fr,2,1,1,Règles d’association et génération de connaissances
1136,Fonctions d'oubli et conservation de détail dans les entrepôts de données,2005,fr,3,2,1,Analyse de motifs et séquences dans les données
1137,Forage distribué des données : une comparaison entre l'agrégation d'échantillons et l'agrégation de règles,2005,fr,3,3,0,Data mining et gestion de flux de données
1138,Fouille de Données Relationnelles dans les SGBD,2005,fr,2,1,1,Analyse de motifs et séquences dans les données
1139,Fouille de graphes et découverte de règles d'association : application à l'analyse d'images de document,2005,fr,4,4,0,Data mining et gestion de flux de données
1140,Fouille de textes pour orienter la construction d'une ressource terminologique,2005,fr,2,0,2,Apprentissage automatique et réseaux de connaissances
1141,Hiérarchisation des règles d'association en fouille de textes,2005,fr,3,2,1,Data mining et gestion de flux de données
1142,Intégration efficace des arbres de décision dans les SGBD : utilisation des index bitmap,2005,fr,2,0,2,Visualisation et exploration interactive de données
1143,L'automate textuel pour la prise en compte de l'évolution du texte,2005,fr,2,1,1,Apprentissage automatique et réseaux de connaissances
1144,La démarche ontologique pour la gestion des compétences et des connaissances,2005,fr,3,2,1,Règles d’association et génération de connaissances
1145,La réussite universitaire : prédictions par génération de règles,2005,fr,3,2,1,Data mining et gestion de flux de données
1146,Les NTIC au services de la capitalisation des connaissances,2005,fr,1,1,0,Règles d’association et génération de connaissances
1147,Logiciel d'aide à l'étiquetage morpho-syntaxique de  textes de spécialité,2005,fr,3,3,0,Apprentissage automatique et réseaux de connaissances
1148,Manipulation et fusion de données multidimensionnelles,2005,fr,3,3,0,Analyse de motifs et séquences dans les données
1149,Méthode de construction d'ontologie de termes à partir du treillis de l'iceberg de Galois,2005,fr,3,3,0,Ontologies et traitement sémantique du texte
1150,Microarray data mining : recent advances,2005,en,1,1,0,Ontologies et traitement sémantique du texte
1151,Mining Frequent Queries in Star Schemes,2005,en,4,2,1,
1152,Modélisation d'objets mobiles dans un entrepôt de données,2005,fr,2,0,1,Analyse de motifs et séquences dans les données
1153,Modélisation d'un agent émotionnel en UML et RDF,2005,fr,5,3,2,Apprentissage automatique et réseaux de connaissances
1154,Modélisation de connaissances pour un système de médiation,2005,fr,3,2,1,Règles d’association et génération de connaissances
1155,Modélisation de la cognition sociale – propositions autour de  l'utilisation de schémas cognitifs,2005,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
1156,Modélisation des individus et de leurs relations pour l'aide à l'intégration des individus dans l'organisation,2005,fr,4,2,2,Apprentissage automatique et réseaux de connaissances
1157,Modélisation des interactions entre individus avec AgentUML,2005,fr,5,4,1,Apprentissage automatique et réseaux de connaissances
1158,"Motifs séquentiels flous : un peu, beaucoup, passionément",2005,fr,3,0,3,Aide à la décision et analyse multidimensionnelle
1159,Notion de sémantiques bien-formées pour les règles,2005,fr,2,1,1,Data mining et gestion de flux de données
1160,Outil de classification et de visualisation de grands volumes de données mixtes,2005,fr,2,2,0,Recherche d’information et traitement d’images
1161,Prise en compte des « Points de Vue » pour l'annotation d'un processus d'Extraction de Connaissances à partir de Données,2005,fr,3,2,1,Règles d’association et génération de connaissances
1162,Problématiques de gestion de connaissances dans le cadre de l'enseignement à distance sur l'Internet.,2005,fr,4,4,0,Règles d’association et génération de connaissances
1163,Processus de traitement de données radar pour la reconnaissance/identification de cibles aériennes,2005,fr,3,2,1,Analyse de motifs et séquences dans les données
1164,Raisonnement en gestion des compétences,2005,fr,3,2,1,Règles d’association et génération de connaissances
1165,RASMA : Une approche Multi-Agent pour l'amélioration de l'Algorithme des Règles d'Associations Spatiales,2005,fr,4,2,2,Data mining et gestion de flux de données
1166,Réécriture de requêtes multimédias : approche basée sur l'usage d'une ontologie,2005,fr,3,1,2,Ontologies et traitement sémantique du texte
1167,Règles de propagation pour la création d'ontologies d'annotation de ressources,2005,fr,4,2,2,Ontologies et traitement sémantique du texte
1168,Réponses coopératives dans l'interrogation de documents RDF,2005,fr,2,2,0,Visualisation et exploration interactive de données
1169,Restructuration automatique de documents dans les corpus semi-structurés hétérogènes,2005,fr,3,3,0,Visualisation et exploration interactive de données
1170,Sélection de modèles par des méthodes à noyaux pour la classification de données séquentielles,2005,fr,3,2,1,Recherche d’information et traitement d’images
1171,Semi-supervised incremental clustering of categorical data,2005,en,2,1,1,
1172,"SEQTREE, un outil de fouille de données séquentielles par visualisation",2005,fr,1,0,1,Analyse de motifs et séquences dans les données
1173,SSC : Statistical Subspace Clustering,2005,en,4,3,1,Règles d’association et génération de connaissances
1174,SVM et visualisation pour la fouille de grands ensembles de données,2005,fr,2,2,0,Analyse de motifs et séquences dans les données
1175,Tableau de Bits Indexé (TBI)  pour la Recherche de Séquences Fréquentes,2005,fr,2,1,1,Analyse de séries temporelles et données spatio-temporelles
1176,TANAGRA : un logiciel gratuit pour l'enseignement et la recherche,2005,fr,1,1,0,Apprentissage automatique et réseaux de connaissances
1177,Tendances dans les expressions de gènes :  application à l'analyse du transcriptome  de Plasmodium Falciparum,2005,fr,6,6,0,Apprentissage automatique et réseaux de connaissances
1178,Un automate pour la génération complète ou partielle des concepts du treillis de Galois,2005,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
1179,Un critère d'évaluation pour la sélection de variables,2005,fr,3,2,1,Apprentissage automatique et réseaux de connaissances
1180,Un système d'aide à la navigation dans des hypermédias,2005,fr,4,4,0,Apprentissage automatique et réseaux de connaissances
1181,Une approche filtre pour la sélection de variables en apprentissage non supervisé,2005,fr,2,2,0,Recherche d’information et traitement d’images
1182,Une méthode d'évaluation de la pertinence des pages Web dans WebSum,2005,fr,1,0,1,Extraction d’information et analyse documentaire web
1183,Usage non classificatoire d'arbres de classification : enseignements d'une analyse de la participation féminine à l'emploi en Suisse,2005,fr,3,3,0,Recherche d’information et traitement d’images
1184,Utilisation des technologies XML pour la formalisation de l'ontologie de modèles e-business,2005,fr,3,1,2,Ontologies et traitement sémantique du texte
1185,Validation statistique des cartes de Kohonen en apprentissage supervisé,2005,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1186,Visualisation de la perception d'un site web par ses utilisateurs.,2005,fr,3,2,1,Extraction d’information et analyse documentaire web
1187,« La connaissance de la connaissance » : une réflexion sur la triangulation des analyses textuelles à partir d'un corpus spécialisé en gouvernance d'entreprise,2005,fr,1,1,0,Règles d’association et génération de connaissances
1188,A Galois connecion semantics-based approach for deriving generic bases of association rules,2004,en,4,3,1,Apprentissage automatique et réseaux de connaissances
1189,A metric approach to supervised discretization,2004,en,2,2,0,
1190,A robust method for partitioning the values of categorical attributes,2004,en,1,1,0,Data mining et gestion de flux de données
1191,Accélération de EM pour données qualitatives : études comparative de différentes versions,2004,fr,2,2,0,Analyse de motifs et séquences dans les données
1192,Acquisition de données vs gestion de connaissances  patrimoniales : le cas des vestiges du théâtre antique d'Arles,2004,fr,4,2,2,Règles d’association et génération de connaissances
1193,Analyse d'information relationnelle par des graphes interactifs de grandes tailles,2004,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
1194,Annotation automatique de documents XML,2004,fr,3,3,0,Visualisation et exploration interactive de données
1195,Apprentissage des réseaux bayésiens avec des graphes chaînés maximaux,2004,fr,2,2,0,Apprentissage automatique et réseaux de connaissances
